user,pc_logoff,pc_logon,pc_logins_night,pc_logins_weekend,night_logon_ratio,weekend_logon_ratio,num_emails,num_files_downloaded,device_total_activity,avg_file_size,device_activity_per_logon,files_per_logon,files_per_device_activity,emails_per_logon
AHM0410,458,725,0.0,6.0,0.0,0.008264462809917356,3063,2198.0,782.0,359.40836743974535,1.0771349862258952,3.0275482093663912,2.8071519795657727,4.2190082644628095
AIB0948,466,741,0.0,0.0,0.0,0.0,328,1669.0,5963.0,361.0005988023952,8.036388140161725,2.2493261455525606,0.27984574111334676,0.4420485175202156
AIH0675,346,346,0.0,0.0,0.0,0.0,2994,0.0,0.0,0.0,0.0,0.0,0.0,8.628242074927954
AIM0627,346,346,0.0,0.0,0.0,0.0,5009,0.0,0.0,0.0,0.0,0.0,0.0,14.435158501440922
AIP0394,382,643,27.0,3.0,0.04192546583850932,0.004658385093167702,3044,0.0,0.0,0.0,0.0,0.0,0.0,4.726708074534161
AIP0982,364,636,0.0,0.0,0.0,0.0,3328,6182.0,729.0,353.71017305515124,1.1444270015698588,9.70486656200942,8.468493150684932,5.224489795918367
AIS0405,346,346,0.0,0.0,0.0,0.0,2995,0.0,0.0,0.0,0.0,0.0,0.0,8.631123919308358
AJC0840,346,346,0.0,0.0,0.0,0.0,364,0.0,0.0,0.0,0.0,0.0,0.0,1.0489913544668588
AJD0074,452,750,187.0,74.0,0.24900133155792276,0.0985352862849534,3781,515.0,294.0,352.4321705426357,0.3914780292942743,0.6857523302263648,1.7457627118644068,5.03462050599201
AJF0370,1490,1777,433.0,77.0,0.2435320584926884,0.04330708661417323,3927,11053.0,8502.0,368.2218201555998,4.78177727784027,6.216535433070866,1.299894155004116,2.2086614173228347
AJH0175,405,405,22.0,0.0,0.054187192118226604,0.0,4976,236.0,317.0,369.8481012658228,0.7807881773399015,0.5812807881773399,0.7421383647798742,12.25615763546798
AJL0462,382,652,22.0,2.0,0.033690658499234305,0.0030627871362940277,338,0.0,0.0,0.0,0.0,0.0,0.0,0.5176110260336907
AJN0607,456,721,0.0,0.0,0.0,0.0,5022,820.0,2061.0,361.71741778319125,2.8545706371191137,1.1357340720221607,0.3976721629485936,6.955678670360111
AJP0723,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
AJR0319,446,812,0.0,181.0,0.0,0.22263222632226323,6434,0.0,0.0,0.0,0.0,0.0,0.0,7.91389913899139
AJR0932,199,199,2.0,0.0,0.01,0.0,1709,47.0,38.0,336.8333333333333,0.19,0.235,1.205128205128205,8.545
AKC0924,346,346,0.0,0.0,0.0,0.0,3047,0.0,0.0,0.0,0.0,0.0,0.0,8.780979827089338
AKF0709,346,346,0.0,0.0,0.0,0.0,331,0.0,0.0,0.0,0.0,0.0,0.0,0.9538904899135446
AKH0758,346,346,0.0,0.0,0.0,0.0,1008,0.0,0.0,0.0,0.0,0.0,0.0,2.9048991354466858
AKK0329,346,346,0.0,0.0,0.0,0.0,1011,0.0,0.0,0.0,0.0,0.0,0.0,2.913544668587896
AKR0057,243,419,0.0,0.0,0.0,0.0,2459,540.0,966.0,353.2846580406654,2.3,1.2857142857142858,0.5584281282316442,5.854761904761904
AKW0167,346,346,0.0,0.0,0.0,0.0,3685,0.0,0.0,0.0,0.0,0.0,0.0,10.619596541786743
ALB0892,235,235,0.0,58.0,0.0,0.2457627118644068,680,0.0,0.0,0.0,0.0,0.0,0.0,2.8813559322033897
ALC0788,346,346,0.0,0.0,0.0,0.0,1004,0.0,0.0,0.0,0.0,0.0,0.0,2.893371757925072
ALD0529,346,622,0.0,0.0,0.0,0.0,993,0.0,0.0,0.0,0.0,0.0,0.0,1.593900481540931
ALD0544,346,346,0.0,0.0,0.0,0.0,2971,0.0,0.0,0.0,0.0,0.0,0.0,8.561959654178674
ALH0402,346,346,0.0,0.0,0.0,0.0,3039,0.0,0.0,0.0,0.0,0.0,0.0,8.75792507204611
AMD0077,346,346,0.0,0.0,0.0,0.0,5984,0.0,0.0,0.0,0.0,0.0,0.0,17.244956772334294
AMH0464,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
AMH0794,346,346,0.0,0.0,0.0,0.0,2957,0.0,0.0,0.0,0.0,0.0,0.0,8.521613832853026
AMJ0297,346,346,0.0,0.0,0.0,0.0,330,0.0,0.0,0.0,0.0,0.0,0.0,0.9510086455331412
AMM0014,346,346,0.0,0.0,0.0,0.0,6029,0.0,0.0,0.0,0.0,0.0,0.0,17.37463976945245
AMR0318,372,641,11.0,2.0,0.017133956386292833,0.003115264797507788,4974,230.0,281.0,355.45887445887445,0.43769470404984423,0.3582554517133956,0.8156028368794326,7.747663551401869
AMR0400,346,346,0.0,0.0,0.0,0.0,2987,0.0,0.0,0.0,0.0,0.0,0.0,8.60806916426513
AMV0036,346,346,0.0,0.0,0.0,0.0,4711,0.0,0.0,0.0,0.0,0.0,0.0,13.576368876080691
AMW0392,450,804,0.0,177.0,0.0,0.21987577639751552,3956,0.0,0.0,0.0,0.0,0.0,0.0,4.914285714285715
ANM0123,32,50,0.0,0.0,0.0,0.0,270,47.0,57.0,332.3125,1.1176470588235294,0.9215686274509803,0.8103448275862069,5.294117647058823
ANP0555,346,346,0.0,0.0,0.0,0.0,3009,0.0,0.0,0.0,0.0,0.0,0.0,8.671469740634006
ANT0430,371,651,0.0,0.0,0.0,0.0,3003,0.0,0.0,0.0,0.0,0.0,0.0,4.605828220858895
AOB0019,346,346,0.0,0.0,0.0,0.0,3638,0.0,0.0,0.0,0.0,0.0,0.0,10.48414985590778
AOK0844,440,746,9.0,209.0,0.012048192771084338,0.2797858099062918,370,1321.0,809.0,365.34871406959155,1.0829986613119142,1.7684069611780455,1.6308641975308642,0.49531459170013387
AOS0987,440,709,0.0,0.0,0.0,0.0,3017,0.0,0.0,0.0,0.0,0.0,0.0,4.249295774647887
APG0307,346,346,0.0,0.0,0.0,0.0,330,0.0,0.0,0.0,0.0,0.0,0.0,0.9510086455331412
AQD0820,346,346,0.0,0.0,0.0,0.0,3018,0.0,0.0,0.0,0.0,0.0,0.0,8.697406340057636
ARA0252,346,617,0.0,0.0,0.0,0.0,2981,0.0,0.0,0.0,0.0,0.0,0.0,4.823624595469256
ARB0834,211,211,0.0,0.0,0.0,0.0,207,0.0,0.0,0.0,0.0,0.0,0.0,0.9764150943396226
ARB0881,346,346,0.0,0.0,0.0,0.0,1016,0.0,0.0,0.0,0.0,0.0,0.0,2.9279538904899134
ARD0509,362,362,0.0,0.0,0.0,0.0,994,0.0,0.0,0.0,0.0,0.0,0.0,2.7382920110192837
ARL0034,346,346,0.0,0.0,0.0,0.0,4670,0.0,0.0,0.0,0.0,0.0,0.0,13.45821325648415
ASB0796,265,265,0.0,0.0,0.0,0.0,2298,0.0,0.0,0.0,0.0,0.0,0.0,8.639097744360901
ASD0577,346,346,0.0,0.0,0.0,0.0,329,0.0,0.0,0.0,0.0,0.0,0.0,0.9481268011527377
ASG0048,346,346,0.0,0.0,0.0,0.0,3631,0.0,0.0,0.0,0.0,0.0,0.0,10.463976945244957
ASG0692,346,346,0.0,0.0,0.0,0.0,2990,0.0,0.0,0.0,0.0,0.0,0.0,8.61671469740634
ASL0378,346,620,0.0,0.0,0.0,0.0,2992,0.0,0.0,0.0,0.0,0.0,0.0,4.818035426731079
ASM0575,346,621,0.0,0.0,0.0,0.0,330,0.0,0.0,0.0,0.0,0.0,0.0,0.5305466237942122
ASS0206,346,346,0.0,0.0,0.0,0.0,4660,0.0,0.0,0.0,0.0,0.0,0.0,13.429394812680115
ASS0517,346,615,0.0,0.0,0.0,0.0,1011,0.0,0.0,0.0,0.0,0.0,0.0,1.6412337662337662
ASV0946,346,610,0.0,0.0,0.0,0.0,331,0.0,0.0,0.0,0.0,0.0,0.0,0.5417348608837971
ATE0869,524,903,5.0,250.0,0.0055309734513274336,0.27654867256637167,7519,522.0,419.0,361.58508604206503,0.46349557522123896,0.577433628318584,1.2428571428571429,8.317477876106194
ATF0274,346,346,0.0,0.0,0.0,0.0,3019,0.0,0.0,0.0,0.0,0.0,0.0,8.70028818443804
ATP0662,479,766,40.0,48.0,0.05215123859191656,0.06258148631029987,5103,1273.0,784.0,358.765306122449,1.0221642764015646,1.6597131681877444,1.621656050955414,6.653194263363755
AVM0947,375,375,0.0,0.0,0.0,0.0,337,7701.0,5984.0,358.62126720332384,15.914893617021276,20.481382978723403,1.2867167919799498,0.8962765957446809
AWM0764,346,346,0.0,0.0,0.0,0.0,1003,0.0,0.0,0.0,0.0,0.0,0.0,2.8904899135446684
BAH0875,465,465,45.0,5.0,0.09656652360515021,0.01072961373390558,5386,0.0,0.0,0.0,0.0,0.0,0.0,11.55793991416309
BAJ0654,388,388,0.0,0.0,0.0,0.0,986,2919.0,279.0,343.083904109589,0.7172236503856041,7.5038560411311055,10.425,2.5347043701799485
BAK0964,346,346,0.0,0.0,0.0,0.0,340,0.0,0.0,0.0,0.0,0.0,0.0,0.9798270893371758
BAL0044,1437,1709,432.0,2.0,0.25263157894736843,0.0011695906432748538,3696,2900.0,2258.0,341.1437435367115,1.32046783625731,1.695906432748538,1.2837538733953076,2.16140350877193
BAM0611,346,611,0.0,0.0,0.0,0.0,5016,0.0,0.0,0.0,0.0,0.0,0.0,8.196078431372548
BAM0636,346,346,0.0,0.0,0.0,0.0,1001,0.0,0.0,0.0,0.0,0.0,0.0,2.884726224783862
BBG0325,368,643,0.0,0.0,0.0,0.0,5032,349.0,729.0,348.45714285714286,1.1319875776397517,0.5419254658385093,0.4780821917808219,7.813664596273292
BBH0810,346,346,0.0,0.0,0.0,0.0,3035,0.0,0.0,0.0,0.0,0.0,0.0,8.746397694524497
BBS0039,663,663,210.0,0.0,0.31626506024096385,0.0,1679,1.0,4.0,238.5,0.006024096385542169,0.0015060240963855422,0.2,2.5286144578313254
BBS0422,498,498,44.0,69.0,0.08817635270541083,0.13827655310621242,3487,499.0,305.0,346.198,0.6112224448897795,1.0,1.630718954248366,6.987975951903808
BCB0679,361,577,0.0,0.0,0.0,0.0,2439,0.0,0.0,0.0,0.0,0.0,0.0,4.219723183391004
BCM0653,346,346,0.0,0.0,0.0,0.0,1021,0.0,0.0,0.0,0.0,0.0,0.0,2.9423631123919307
BCR0581,418,692,0.0,0.0,0.0,0.0,329,0.0,0.0,0.0,0.0,0.0,0.0,0.47474747474747475
BDB0453,400,400,30.0,0.0,0.07481296758104738,0.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.8428927680798005
BDI0533,516,862,0.0,187.0,0.0,0.21668597914252608,1302,2458.0,1840.0,351.5815372102481,2.132097334878331,2.8482039397450754,1.3351439435089625,1.5086906141367322
BDV0168,170,170,3.0,0.0,0.017543859649122806,0.0,2427,36.0,32.0,323.43243243243245,0.1871345029239766,0.21052631578947367,1.0909090909090908,14.192982456140351
BEC0505,346,346,0.0,0.0,0.0,0.0,5019,0.0,0.0,0.0,0.0,0.0,0.0,14.463976945244957
BEH0615,406,690,0.0,2.0,0.0,0.002894356005788712,5123,268.0,780.0,359.65799256505574,1.1287988422575976,0.3878437047756874,0.34314980793854033,7.413892908827786
BER0314,346,346,0.0,0.0,0.0,0.0,4963,0.0,0.0,0.0,0.0,0.0,0.0,14.302593659942364
BHC0665,463,463,0.0,0.0,0.0,0.0,2973,0.0,0.0,0.0,0.0,0.0,0.0,6.407327586206897
BHW0458,346,346,0.0,0.0,0.0,0.0,333,0.0,0.0,0.0,0.0,0.0,0.0,0.9596541786743515
BIH0745,148,148,2.0,0.0,0.013422818791946308,0.0,2087,41.0,22.0,305.5238095238095,0.1476510067114094,0.2751677852348993,1.7826086956521738,14.006711409395972
BIS0247,392,664,28.0,6.0,0.042105263157894736,0.009022556390977444,2984,418.0,232.0,371.6587112171838,0.34887218045112783,0.6285714285714286,1.793991416309013,4.487218045112782
BJH0354,346,346,0.0,0.0,0.0,0.0,4727,0.0,0.0,0.0,0.0,0.0,0.0,13.622478386167147
BJH0811,346,346,0.0,0.0,0.0,0.0,3038,0.0,0.0,0.0,0.0,0.0,0.0,8.755043227665706
BJM0111,442,442,46.0,34.0,0.1038374717832957,0.07674943566591422,1082,7841.0,5821.0,352.55228258097424,13.139954853273137,17.69977426636569,1.346788045345242,2.4424379232505644
BJP0134,351,615,0.0,0.0,0.0,0.0,338,8072.0,5940.0,362.6615880094141,9.642857142857142,13.103896103896103,1.3586938225887897,0.5487012987012987
BJW0619,346,346,0.0,0.0,0.0,0.0,4973,0.0,0.0,0.0,0.0,0.0,0.0,14.331412103746398
BKW0374,1358,1358,413.0,0.0,0.3038999264164827,0.0,3612,0.0,0.0,0.0,0.0,0.0,0.0,2.6578366445916113
BLB0114,413,696,0.0,0.0,0.0,0.0,3016,0.0,0.0,0.0,0.0,0.0,0.0,4.327116212338594
BLL0929,346,346,0.0,0.0,0.0,0.0,2981,0.0,0.0,0.0,0.0,0.0,0.0,8.590778097982708
BLS0678,205,366,2.0,0.0,0.005449591280653951,0.0,1729,5.0,8.0,331.6666666666667,0.021798365122615803,0.013623978201634877,0.5555555555555556,4.7111716621253406
BMC0547,346,346,0.0,0.0,0.0,0.0,3034,0.0,0.0,0.0,0.0,0.0,0.0,8.743515850144092
BMG0917,367,638,13.0,3.0,0.02034428794992175,0.004694835680751174,3039,7692.0,5955.0,354.9069283764461,9.31924882629108,12.03755868544601,1.2914707857622565,4.755868544600939
BMM0112,346,346,0.0,0.0,0.0,0.0,1013,0.0,0.0,0.0,0.0,0.0,0.0,2.919308357348703
BMS0877,126,126,0.0,0.0,0.0,0.0,1786,0.0,0.0,0.0,0.0,0.0,0.0,14.062992125984252
BMT0528,372,372,0.0,0.0,0.0,0.0,1010,1903.0,1420.0,354.2379201680672,3.806970509383378,5.101876675603217,1.3391977480647432,2.707774798927614
BNG0237,346,609,0.0,0.0,0.0,0.0,3008,0.0,0.0,0.0,0.0,0.0,0.0,4.9311475409836065
BNR0965,346,616,0.0,0.0,0.0,0.0,333,0.0,0.0,0.0,0.0,0.0,0.0,0.539708265802269
BQS0525,56,56,0.0,16.0,0.0,0.2807017543859649,142,57.0,782.0,339.44827586206895,13.719298245614034,1.0,0.07279693486590039,2.491228070175439
BRB0355,603,949,0.0,214.0,0.0,0.22526315789473683,4389,712.0,1792.0,356.09256661991583,1.8863157894736842,0.7494736842105263,0.39709983268265475,4.62
BRM0995,373,642,0.0,0.0,0.0,0.0,3044,590.0,5932.0,354.55499153976314,9.225505443234837,0.9175738724727839,0.09944378897690881,4.734059097978227
BRS0734,110,110,0.0,17.0,0.0,0.15315315315315314,1497,1845.0,256.0,349.5585048754063,2.3063063063063063,16.62162162162162,7.178988326848249,13.486486486486486
BSA0431,346,346,0.0,0.0,0.0,0.0,3044,0.0,0.0,0.0,0.0,0.0,0.0,8.772334293948127
BSB0990,346,346,0.0,0.0,0.0,0.0,3015,0.0,0.0,0.0,0.0,0.0,0.0,8.688760806916427
BSH0445,346,346,0.0,0.0,0.0,0.0,3043,0.0,0.0,0.0,0.0,0.0,0.0,8.769452449567723
BSS0369,962,962,272.0,180.0,0.2824506749740395,0.18691588785046728,2300,2295.0,5472.0,353.88240418118465,5.682242990654205,2.383177570093458,0.41933126256166636,2.3883696780893042
BSS0463,364,364,0.0,0.0,0.0,0.0,335,0.0,0.0,0.0,0.0,0.0,0.0,0.9178082191780822
BTL0226,241,406,4.0,0.0,0.009828009828009828,0.0,1862,4.0,16.0,234.0,0.03931203931203931,0.009828009828009828,0.23529411764705882,4.574938574938575
BTL0722,346,346,0.0,0.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0.0,0.0,0.962536023054755
BTN0061,432,700,0.0,0.0,0.0,0.0,3031,0.0,0.0,0.0,0.0,0.0,0.0,4.323823109843081
BTR0403,426,688,0.0,0.0,0.0,0.0,3003,520.0,756.0,358.4299424184261,1.097242380261248,0.7547169811320755,0.6869220607661823,4.3584905660377355
BTS0011,346,346,0.0,0.0,0.0,0.0,5930,0.0,0.0,0.0,0.0,0.0,0.0,17.089337175792508
BTW0005,466,466,0.0,0.0,0.0,0.0,8950,0.0,0.0,0.0,0.0,0.0,0.0,19.16488222698073
BVC0790,625,960,36.0,192.0,0.037460978147762745,0.19979188345473464,3768,975.0,1749.0,351.5829918032787,1.8199791883454735,1.0145681581685744,0.5571428571428572,3.9209157127991676
BVN0514,118,118,0.0,0.0,0.0,0.0,327,0.0,0.0,0.0,0.0,0.0,0.0,2.7478991596638656
BWH0813,346,346,0.0,0.0,0.0,0.0,3035,0.0,0.0,0.0,0.0,0.0,0.0,8.746397694524497
BWP0202,532,803,35.0,7.0,0.043532338308457715,0.008706467661691543,3663,627.0,257.0,344.6369426751592,0.31965174129353235,0.7798507462686567,2.4302325581395348,4.5559701492537314
BXJ0010,346,346,0.0,0.0,0.0,0.0,6058,0.0,0.0,0.0,0.0,0.0,0.0,17.45821325648415
BYP0070,238,238,0.0,0.0,0.0,0.0,2060,0.0,0.0,0.0,0.0,0.0,0.0,8.619246861924687
CAA0612,346,613,0.0,0.0,0.0,0.0,5372,641.0,254.0,354.34735202492215,0.41368078175895767,1.0439739413680782,2.5137254901960784,8.749185667752442
CAB0388,346,610,0.0,0.0,0.0,0.0,2946,0.0,0.0,0.0,0.0,0.0,0.0,4.8216039279869065
CAB0614,424,688,0.0,0.0,0.0,0.0,5335,931.0,733.0,353.65128755364805,1.0638606676342526,1.351233671988389,1.268392370572207,7.743105950653121
CAC0889,60,60,0.0,0.0,0.0,0.0,170,0.0,0.0,0.0,0.0,0.0,0.0,2.7868852459016393
CAH0936,213,354,2.0,0.0,0.005633802816901409,0.0,1512,42.0,25.0,348.48837209302326,0.07042253521126761,0.11830985915492957,1.6153846153846154,4.259154929577464
CAM0102,346,346,0.0,0.0,0.0,0.0,3038,0.0,0.0,0.0,0.0,0.0,0.0,8.755043227665706
CAM0681,346,613,0.0,0.0,0.0,0.0,3033,759.0,717.0,353.06973684210527,1.1677524429967427,1.236156351791531,1.0571030640668524,4.9397394136807815
CAN0842,346,346,0.0,0.0,0.0,0.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.9740634005763689
CAS0507,466,735,3.0,0.0,0.004076086956521739,0.0,1003,6290.0,759.0,353.88475600063583,1.03125,8.546195652173912,8.276315789473685,1.3627717391304348
CBB0365,1498,1758,445.0,0.0,0.25298465036952816,0.0,3690,0.0,0.0,0.0,0.0,0.0,0.0,2.0977828311540647
CBG0398,346,346,0.0,0.0,0.0,0.0,3019,0.0,0.0,0.0,0.0,0.0,0.0,8.70028818443804
CBG0490,346,346,0.0,0.0,0.0,0.0,5029,0.0,0.0,0.0,0.0,0.0,0.0,14.492795389048991
CCA0046,804,804,239.0,0.0,0.2968944099378882,0.0,2157,1678.0,1511.0,357.58368076235854,1.8770186335403727,2.084472049689441,1.1097883597883598,2.679503105590062
CCC0393,346,346,0.0,0.0,0.0,0.0,3056,0.0,0.0,0.0,0.0,0.0,0.0,8.806916426512968
CCH0182,346,346,0.0,0.0,0.0,0.0,1012,0.0,0.0,0.0,0.0,0.0,0.0,2.9164265129683
CCH0685,369,638,0.0,0.0,0.0,0.0,3049,0.0,0.0,0.0,0.0,0.0,0.0,4.771517996870109
CCL0068,288,288,0.0,0.0,0.0,0.0,2521,630.0,1262.0,357.56735340729,4.366782006920415,2.179930795847751,0.498812351543943,8.72318339100346
CCM0136,364,633,0.0,0.0,0.0,0.0,334,137.0,239.0,359.21014492753625,0.37697160883280756,0.21608832807570977,0.5708333333333333,0.526813880126183
CCM0467,346,346,0.0,0.0,0.0,0.0,335,0.0,0.0,0.0,0.0,0.0,0.0,0.9654178674351584
CCM0855,346,346,0.0,0.0,0.0,0.0,5114,0.0,0.0,0.0,0.0,0.0,0.0,14.737752161383286
CCR0863,346,346,0.0,0.0,0.0,0.0,5096,0.0,0.0,0.0,0.0,0.0,0.0,14.685878962536023
CCW0031,346,346,0.0,0.0,0.0,0.0,4717,0.0,0.0,0.0,0.0,0.0,0.0,13.593659942363113
CCW0524,346,346,0.0,0.0,0.0,0.0,1009,0.0,0.0,0.0,0.0,0.0,0.0,2.9077809798270895
CEB0210,346,346,0.0,0.0,0.0,0.0,4610,0.0,0.0,0.0,0.0,0.0,0.0,13.285302593659942
CEJ0109,318,318,0.0,0.0,0.0,0.0,2751,679.0,1274.0,348.0676470588235,3.993730407523511,2.128526645768025,0.5325490196078432,8.623824451410659
CEL0561,346,615,0.0,0.0,0.0,0.0,3001,0.0,0.0,0.0,0.0,0.0,0.0,4.871753246753247
CFG0959,437,437,0.0,0.0,0.0,0.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.771689497716895
CFM0767,414,682,20.0,0.0,0.029282576866764276,0.0,1005,778.0,745.0,349.0410783055199,1.0907759882869692,1.1390922401171304,1.0428954423592494,1.471449487554905
CFW0264,60,60,0.0,0.0,0.0,0.0,524,0.0,0.0,0.0,0.0,0.0,0.0,8.59016393442623
CGA0629,346,346,0.0,0.0,0.0,0.0,5046,0.0,0.0,0.0,0.0,0.0,0.0,14.54178674351585
CGB0637,346,610,0.0,0.0,0.0,0.0,1020,2333.0,2155.0,342.8149100257069,3.5270049099836336,3.818330605564648,1.0820964749536177,1.6693944353518821
CGF0337,346,346,0.0,0.0,0.0,0.0,1012,0.0,0.0,0.0,0.0,0.0,0.0,2.9164265129683
CHG0146,346,346,0.0,0.0,0.0,0.0,4648,0.0,0.0,0.0,0.0,0.0,0.0,13.394812680115274
CHM0821,472,749,9.0,0.0,0.012,0.0,338,1228.0,733.0,360.2432872253865,0.9773333333333334,1.6373333333333333,1.673024523160763,0.45066666666666666
CIG0052,346,346,0.0,0.0,0.0,0.0,3689,0.0,0.0,0.0,0.0,0.0,0.0,10.631123919308358
CIM0271,363,634,0.0,0.0,0.0,0.0,2991,1552.0,1442.0,352.4900193174501,2.2708661417322835,2.4440944881889766,1.0755370755370754,4.710236220472441
CIM0926,230,230,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,8.675324675324676
CJC0494,346,346,0.0,0.0,0.0,0.0,5031,0.0,0.0,0.0,0.0,0.0,0.0,14.498559077809798
CJF0802,421,679,34.0,4.0,0.05,0.0058823529411764705,3030,0.0,0.0,0.0,0.0,0.0,0.0,4.455882352941177
CJG0470,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
CJH0702,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
CJK0200,346,346,0.0,0.0,0.0,0.0,3674,0.0,0.0,0.0,0.0,0.0,0.0,10.587896253602306
CJM0138,346,346,0.0,0.0,0.0,0.0,326,0.0,0.0,0.0,0.0,0.0,0.0,0.9394812680115274
CJM0521,464,464,0.0,113.0,0.0,0.24301075268817204,1334,0.0,0.0,0.0,0.0,0.0,0.0,2.868817204301075
CJP0952,381,653,4.0,1.0,0.0061162079510703364,0.0015290519877675841,335,0.0,0.0,0.0,0.0,0.0,0.0,0.5122324159021406
CJV0286,346,617,0.0,0.0,0.0,0.0,1006,0.0,0.0,0.0,0.0,0.0,0.0,1.627831715210356
CKB0427,346,346,0.0,0.0,0.0,0.0,3029,0.0,0.0,0.0,0.0,0.0,0.0,8.729106628242075
CKB0482,346,346,0.0,0.0,0.0,0.0,5036,0.0,0.0,0.0,0.0,0.0,0.0,14.512968299711815
CKD0680,346,346,0.0,0.0,0.0,0.0,3045,0.0,0.0,0.0,0.0,0.0,0.0,8.77521613832853
CKH0144,346,346,0.0,0.0,0.0,0.0,3015,0.0,0.0,0.0,0.0,0.0,0.0,8.688760806916427
CKP0721,346,346,0.0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.9711815561959655
CLB0774,424,424,41.0,7.0,0.09647058823529411,0.01647058823529412,1000,7246.0,5966.0,360.41437836346074,14.037647058823529,17.049411764705884,1.2143455672867438,2.3529411764705883
CLD0894,346,346,0.0,0.0,0.0,0.0,1011,0.0,0.0,0.0,0.0,0.0,0.0,2.913544668587896
CLF0852,459,737,0.0,0.0,0.0,0.0,4988,0.0,0.0,0.0,0.0,0.0,0.0,6.7588075880758804
